customerID,churn_probability,risk_level,model_used
4647-MUZON,0.7975,High,Logistic Regression
9702-AIUJO,0.1099,Low,Logistic Regression
8849-PRIQJ,0.3094,Low,Logistic Regression
8851-RAGOV,0.3159,Low,Logistic Regression
1304-NECVQ,0.898,High,Logistic Regression
5396-IZEPB,0.3048,Low,Logistic Regression
1729-VLAZJ,0.2007,Low,Logistic Regression
8285-ABVLB,0.0074,Low,Logistic Regression
0701-TJSEF,0.4704,Medium,Logistic Regression
5712-VBOXD,0.4189,Medium,Logistic Regression
6629-LADHQ,0.4669,Medium,Logistic Regression
8945-GRKHX,0.8238,High,Logistic Regression
1559-DTODC,0.6077,Medium,Logistic Regression
4797-MIWUM,0.348,Low,Logistic Regression
6959-UWKHF,0.7583,High,Logistic Regression
8720-RQSBJ,0.7158,High,Logistic Regression
4537-CIBHB,0.1457,Low,Logistic Regression
3815-SLMEF,0.5118,Medium,Logistic Regression
5154-VEKBL,0.5715,Medium,Logistic Regression
4324-AHJKS,0.4176,Medium,Logistic Regression
4355-CVPVS,0.2893,Low,Logistic Regression
4495-LHSSK,0.3208,Low,Logistic Regression
5655-JSMZM,0.8016,High,Logistic Regression
5915-ANOEI,0.0261,Low,Logistic Regression
9861-PDSZP,0.1793,Low,Logistic Regression
4505-EXZHB,0.8099,High,Logistic Regression
7225-CBZPL,0.908,High,Logistic Regression
6704-UTUKK,0.7321,High,Logistic Regression
4587-VVTOX,0.8977,High,Logistic Regression
2019-HDCZY,0.2813,Low,Logistic Regression
4652-NNHNY,0.7852,High,Logistic Regression
8788-DOXSU,0.1348,Low,Logistic Regression
7404-JLKQG,0.7082,High,Logistic Regression
7421-ZLUPA,0.6871,Medium,Logistic Regression
8972-HJWNV,0.9107,High,Logistic Regression
3274-NSDWE,0.0083,Low,Logistic Regression
2632-IVXVF,0.0884,Low,Logistic Regression
3692-JHONH,0.6172,Medium,Logistic Regression
8915-NNTRC,0.1149,Low,Logistic Regression
5914-GXMDA,0.0766,Low,Logistic Regression
7463-IFMQU,0.0069,Low,Logistic Regression
2920-RNCEZ,0.7749,High,Logistic Regression
2541-YGPKE,0.0799,Low,Logistic Regression
8515-OCTJS,0.0625,Low,Logistic Regression
5382-TEMLV,0.2038,Low,Logistic Regression
3441-CGZJH,0.1704,Low,Logistic Regression
9592-ERDKV,0.2395,Low,Logistic Regression
2860-RANUS,0.8148,High,Logistic Regression
5261-QSHQM,0.8099,High,Logistic Regression
4778-IZARL,0.1178,Low,Logistic Regression
0432-CAJZV,0.8239,High,Logistic Regression
7008-LZVOZ,0.0137,Low,Logistic Regression
8868-WOZGU,0.8403,High,Logistic Regression
1200-TUZHR,0.8711,High,Logistic Regression
9365-CSLBQ,0.0083,Low,Logistic Regression
1334-FJSVR,0.8341,High,Logistic Regression
5884-FBCTL,0.0075,Low,Logistic Regression
7130-CTCUS,0.4336,Medium,Logistic Regression
6242-FEGFD,0.0589,Low,Logistic Regression
7625-XCQRH,0.8449,High,Logistic Regression
6194-HBGQN,0.1074,Low,Logistic Regression
7634-WSWDB,0.7178,High,Logistic Regression
6986-IXNDM,0.8665,High,Logistic Regression
1731-TVIUK,0.8515,High,Logistic Regression
2987-BJXIK,0.0479,Low,Logistic Regression
9769-TSBZE,0.0195,Low,Logistic Regression
0406-BPDVR,0.4949,Medium,Logistic Regression
0618-XWMSS,0.4895,Medium,Logistic Regression
1395-WSWXR,0.0527,Low,Logistic Regression
6023-GSSXW,0.0443,Low,Logistic Regression
6752-APNJL,0.1377,Low,Logistic Regression
5276-KQWHG,0.8754,High,Logistic Regression
0420-HLGXF,0.8438,High,Logistic Regression
7446-KQISO,0.2476,Low,Logistic Regression
9823-EALYC,0.0247,Low,Logistic Regression
0582-AVCLN,0.0292,Low,Logistic Regression
5803-NQJZO,0.0229,Low,Logistic Regression
2565-JSLRY,0.5402,Medium,Logistic Regression
2607-DHDAK,0.0079,Low,Logistic Regression
1073-XXCZD,0.0192,Low,Logistic Regression
0743-HRVFF,0.2497,Low,Logistic Regression
4006-HKYHO,0.041,Low,Logistic Regression
3727-JEZTU,0.3803,Low,Logistic Regression
8143-ETQTI,0.0617,Low,Logistic Regression
6689-KXGBO,0.6278,Medium,Logistic Regression
9667-TKTVZ,0.6362,Medium,Logistic Regression
3657-COGMW,0.5477,Medium,Logistic Regression
8570-KLJYJ,0.143,Low,Logistic Regression
7754-IXRMC,0.5851,Medium,Logistic Regression
9473-CBZOP,0.1821,Low,Logistic Regression
2969-WGHQO,0.3032,Low,Logistic Regression
6615-NGGZJ,0.8848,High,Logistic Regression
4334-HOWRP,0.0483,Low,Logistic Regression
4255-DDUOU,0.4087,Medium,Logistic Regression
5863-OOKCL,0.3047,Low,Logistic Regression
1686-STUHN,0.0494,Low,Logistic Regression
1329-VHWNP,0.6399,Medium,Logistic Regression
2984-MIIZL,0.7891,High,Logistic Regression
0266-GMEAO,0.1075,Low,Logistic Regression
5590-YRFJT,0.6907,Medium,Logistic Regression
5574-NXZIU,0.0942,Low,Logistic Regression
0019-GFNTW,0.0252,Low,Logistic Regression
4256-ZWTZI,0.4833,Medium,Logistic Regression
8309-PPCED,0.1755,Low,Logistic Regression
4098-NAUKP,0.4701,Medium,Logistic Regression
5196-WPYOW,0.0229,Low,Logistic Regression
4608-LCIMN,0.4692,Medium,Logistic Regression
1485-YDHMM,0.4588,Medium,Logistic Regression
4054-CUMIA,0.2547,Low,Logistic Regression
0603-TPMIB,0.0134,Low,Logistic Regression
2525-GVKQU,0.0113,Low,Logistic Regression
8161-QYMTT,0.9189,High,Logistic Regression
9581-GVBXT,0.0573,Low,Logistic Regression
5862-BRIXZ,0.1044,Low,Logistic Regression
5404-GGUKR,0.6728,Medium,Logistic Regression
3308-JSGML,0.0766,Low,Logistic Regression
2126-GSEGL,0.0667,Low,Logistic Regression
3677-TNKIO,0.7216,High,Logistic Regression
0440-QEXBZ,0.3442,Low,Logistic Regression
2434-EEVDB,0.1515,Low,Logistic Regression
6762-QVYJO,0.0452,Low,Logistic Regression
6199-IWKGC,0.5344,Medium,Logistic Regression
2675-DHUTR,0.7564,High,Logistic Regression
8152-VETUR,0.2171,Low,Logistic Regression
9667-EQRXU,0.6806,Medium,Logistic Regression
7446-YPODE,0.4477,Medium,Logistic Regression
9522-BNTHX,0.6774,Medium,Logistic Regression
4676-WLUHT,0.05,Low,Logistic Regression
3329-WDIOK,0.8541,High,Logistic Regression
7980-MHFLQ,0.008,Low,Logistic Regression
2873-ZLIWT,0.5741,Medium,Logistic Regression
3415-TAILE,0.6343,Medium,Logistic Regression
0757-WCUUZ,0.069,Low,Logistic Regression
1629-DQQVB,0.3563,Low,Logistic Regression
1915-IOFGU,0.8122,High,Logistic Regression
3045-XETSH,0.8645,High,Logistic Regression
0374-AACSZ,0.5682,Medium,Logistic Regression
7239-HZZCX,0.3932,Low,Logistic Regression
4872-VXRIL,0.0716,Low,Logistic Regression
9140-CZQZZ,0.0379,Low,Logistic Regression
3423-HHXAO,0.1652,Low,Logistic Regression
9938-TKDGL,0.1356,Low,Logistic Regression
0531-ZZJWQ,0.6476,Medium,Logistic Regression
6537-QLGEX,0.6945,Medium,Logistic Regression
2688-BHGOG,0.8833,High,Logistic Regression
7683-CBDKJ,0.5131,Medium,Logistic Regression
0946-CLJTI,0.7792,High,Logistic Regression
3160-TYXLT,0.2505,Low,Logistic Regression
1325-USMEC,0.1283,Low,Logistic Regression
0916-QOFDP,0.8896,High,Logistic Regression
0628-CNQRM,0.1875,Low,Logistic Regression
5606-AMZBO,0.7372,High,Logistic Regression
6199-IPCAO,0.043,Low,Logistic Regression
7665-TOALD,0.8618,High,Logistic Regression
0112-QWPNC,0.1846,Low,Logistic Regression
0324-BRPCJ,0.6933,Medium,Logistic Regression
2777-PHDEI,0.854,High,Logistic Regression
5640-CAXOA,0.308,Low,Logistic Regression
2235-EZAIK,0.0213,Low,Logistic Regression
3847-BAERP,0.3677,Low,Logistic Regression
1196-AMORA,0.8336,High,Logistic Regression
4282-YMKNA,0.8607,High,Logistic Regression
1453-RZFON,0.4266,Medium,Logistic Regression
8263-OKETD,0.5063,Medium,Logistic Regression
0670-KDOMA,0.4631,Medium,Logistic Regression
2476-YGEFM,0.6817,Medium,Logistic Regression
8687-BAFGU,0.767,High,Logistic Regression
0641-EVBOJ,0.6402,Medium,Logistic Regression
0829-XXPLX,0.662,Medium,Logistic Regression
9974-JFBHQ,0.3851,Low,Logistic Regression
5356-RHIPP,0.4716,Medium,Logistic Regression
6624-JDRDS,0.5525,Medium,Logistic Regression
0608-JDVEC,0.0268,Low,Logistic Regression
9780-FKVVF,0.5858,Medium,Logistic Regression
1919-RTPQD,0.5776,Medium,Logistic Regression
5214-NLTIT,0.1462,Low,Logistic Regression
3345-PBBFH,0.5714,Medium,Logistic Regression
5055-BRMNE,0.0877,Low,Logistic Regression
9189-JWSHV,0.8929,High,Logistic Regression
2190-PHBHR,0.122,Low,Logistic Regression
2650-GYRYL,0.0791,Low,Logistic Regression
0746-JTRFU,0.8246,High,Logistic Regression
5208-FVQKB,0.0195,Low,Logistic Regression
7184-LRUUR,0.2465,Low,Logistic Regression
6627-CFOSN,0.4353,Medium,Logistic Regression
3982-JGSFD,0.0836,Low,Logistic Regression
1574-DYCWE,0.014,Low,Logistic Regression
7247-XOZPB,0.0832,Low,Logistic Regression
2466-FCCPT,0.0938,Low,Logistic Regression
6211-WWLTF,0.1309,Low,Logistic Regression
4826-TZEVA,0.4292,Medium,Logistic Regression
6016-NXBNJ,0.094,Low,Logistic Regression
9138-EFSMO,0.4246,Medium,Logistic Regression
0576-WNXXC,0.8274,High,Logistic Regression
4632-XJMEX,0.0327,Low,Logistic Regression
8910-LEDAG,0.5466,Medium,Logistic Regression
3452-GWUIN,0.9003,High,Logistic Regression
2716-GFZOR,0.3925,Low,Logistic Regression
3724-UCSHY,0.2991,Low,Logistic Regression
8626-XHBIE,0.0216,Low,Logistic Regression
4628-CTTLA,0.376,Low,Logistic Regression
3192-LNKRK,0.6333,Medium,Logistic Regression
4439-YRNVD,0.5773,Medium,Logistic Regression
2876-VBBBL,0.4631,Medium,Logistic Regression
6834-NXDCA,0.749,High,Logistic Regression
2208-UGTGR,0.6657,Medium,Logistic Regression
3005-TYFRD,0.6509,Medium,Logistic Regression
8670-MEFCP,0.0869,Low,Logistic Regression
3079-BCHLN,0.0408,Low,Logistic Regression
7777-UNYHB,0.2937,Low,Logistic Regression
5597-GLBUC,0.8778,High,Logistic Regression
7278-CKDNC,0.8035,High,Logistic Regression
2748-MYRVK,0.3255,Low,Logistic Regression
8450-UYIBU,0.6442,Medium,Logistic Regression
2969-VAPYH,0.025,Low,Logistic Regression
4822-YCXMX,0.8362,High,Logistic Regression
7181-OQCUT,0.7198,High,Logistic Regression
8474-UMLNT,0.3283,Low,Logistic Regression
9821-POOTN,0.7381,High,Logistic Regression
3836-FZSDJ,0.0121,Low,Logistic Regression
9142-XMYJH,0.1558,Low,Logistic Regression
6559-ILWKJ,0.0842,Low,Logistic Regression
0187-QSXOE,0.9127,High,Logistic Regression
7733-UDMTP,0.4979,Medium,Logistic Regression
2649-HWLYB,0.031,Low,Logistic Regression
5214-CHIWJ,0.0932,Low,Logistic Regression
4229-CZMLL,0.8741,High,Logistic Regression
6904-JLBGY,0.1409,Low,Logistic Regression
2465-BLLEU,0.4754,Medium,Logistic Regression
1685-VAYJF,0.4889,Medium,Logistic Regression
8874-EJNSR,0.031,Low,Logistic Regression
6917-YACBP,0.5032,Medium,Logistic Regression
5049-MUBWG,0.1838,Low,Logistic Regression
4223-WOZCM,0.613,Medium,Logistic Regression
0769-MURVM,0.023,Low,Logistic Regression
9253-VIFJQ,0.0502,Low,Logistic Regression
7030-FZTFM,0.1081,Low,Logistic Regression
9741-YLNTD,0.8178,High,Logistic Regression
5917-RYRMG,0.0837,Low,Logistic Regression
5120-ZBLAI,0.2198,Low,Logistic Regression
1194-BHJYC,0.0665,Low,Logistic Regression
3663-MITLP,0.8403,High,Logistic Regression
0906-QVPMS,0.1008,Low,Logistic Regression
9025-ZRPVR,0.3991,Low,Logistic Regression
1905-OEILC,0.3876,Low,Logistic Regression
7858-GTZSP,0.8742,High,Logistic Regression
3285-UCQVC,0.2751,Low,Logistic Regression
6248-BSHKG,0.019,Low,Logistic Regression
4685-TFLLS,0.1037,Low,Logistic Regression
3470-BTGQO,0.3544,Low,Logistic Regression
1209-VFFOC,0.0288,Low,Logistic Regression
8224-DWCKX,0.8235,High,Logistic Regression
5482-PLVPE,0.7948,High,Logistic Regression
4553-DVPZG,0.7052,High,Logistic Regression
4902-OHLSK,0.7859,High,Logistic Regression
6917-IAYHD,0.5508,Medium,Logistic Regression
0495-ZBNGW,0.8428,High,Logistic Regression
8620-RJPZN,0.4626,Medium,Logistic Regression
7572-KPVKK,0.2733,Low,Logistic Regression
2642-MAWLJ,0.0246,Low,Logistic Regression
2357-COQEK,0.839,High,Logistic Regression
7103-ZGVNT,0.0375,Low,Logistic Regression
3737-GCSPV,0.6977,Medium,Logistic Regression
2027-WKXMW,0.6325,Medium,Logistic Regression
7137-NAXML,0.102,Low,Logistic Regression
2428-ZMCTB,0.2959,Low,Logistic Regression
2961-VNFKL,0.0133,Low,Logistic Regression
1768-HNVGJ,0.3703,Low,Logistic Regression
6963-KQYQB,0.0088,Low,Logistic Regression
5934-RMPOV,0.8117,High,Logistic Regression
1207-BLKSA,0.0189,Low,Logistic Regression
4088-YLDSU,0.5323,Medium,Logistic Regression
8316-BBQAY,0.0407,Low,Logistic Regression
1166-PQLGG,0.0056,Low,Logistic Regression
3146-JTQHR,0.1711,Low,Logistic Regression
4291-YZODP,0.1543,Low,Logistic Regression
4395-PZMSN,0.8752,High,Logistic Regression
6427-FEFIG,0.144,Low,Logistic Regression
0017-IUDMW,0.1043,Low,Logistic Regression
8706-HRADD,0.4999,Medium,Logistic Regression
9955-QOPOY,0.1254,Low,Logistic Regression
4385-ZKVNW,0.1769,Low,Logistic Regression
5446-DKWYW,0.2092,Low,Logistic Regression
2034-CGRHZ,0.8307,High,Logistic Regression
5797-APWZC,0.8727,High,Logistic Regression
3683-QKIUE,0.5181,Medium,Logistic Regression
4228-ZGYUW,0.8894,High,Logistic Regression
9031-ZVQPT,0.2559,Low,Logistic Regression
2990-IAJSV,0.0322,Low,Logistic Regression
8107-KNCIM,0.8633,High,Logistic Regression
9027-YFHQJ,0.4557,Medium,Logistic Regression
5176-LDKUH,0.3035,Low,Logistic Regression
4644-OBGFZ,0.0247,Low,Logistic Regression
7926-IJOOU,0.3843,Low,Logistic Regression
6480-YAGIY,0.225,Low,Logistic Regression
4029-HPFVY,0.8067,High,Logistic Regression
7602-DBTOU,0.0077,Low,Logistic Regression
5345-BMKWB,0.325,Low,Logistic Regression
3519-ZKXGG,0.8793,High,Logistic Regression
5457-COLHT,0.0209,Low,Logistic Regression
6416-TVAIH,0.8438,High,Logistic Regression
5451-YHYPW,0.1501,Low,Logistic Regression
5108-ADXWO,0.7614,High,Logistic Regression
7998-WNZEM,0.0237,Low,Logistic Regression
3066-RRJIO,0.813,High,Logistic Regression
4664-NJCMS,0.1154,Low,Logistic Regression
0307-BCOPK,0.1408,Low,Logistic Regression
7629-WFGLW,0.2159,Low,Logistic Regression
2542-HYGIQ,0.3715,Low,Logistic Regression
6715-OFDBP,0.7954,High,Logistic Regression
5016-LIPDW,0.0228,Low,Logistic Regression
6481-LXPWL,0.1031,Low,Logistic Regression
1567-DSCIC,0.8747,High,Logistic Regression
2150-UWTFY,0.2271,Low,Logistic Regression
6124-ACRHJ,0.3856,Low,Logistic Regression
9362-MWODR,0.1918,Low,Logistic Regression
9975-GPKZU,0.0168,Low,Logistic Regression
9625-RZFUK,0.0088,Low,Logistic Regression
5153-LXKDT,0.2097,Low,Logistic Regression
5161-UBZXI,0.0831,Low,Logistic Regression
1020-JPQOW,0.4115,Medium,Logistic Regression
7919-ZODZZ,0.3672,Low,Logistic Regression
0565-JUPYD,0.1592,Low,Logistic Regression
6867-ACCZI,0.1255,Low,Logistic Regression
5939-XAIXZ,0.5516,Medium,Logistic Regression
9054-FOWNV,0.8151,High,Logistic Regression
2683-BPJSO,0.6747,Medium,Logistic Regression
2157-MXBJS,0.5705,Medium,Logistic Regression
8207-VVMYB,0.0145,Low,Logistic Regression
9732-EQMWY,0.6391,Medium,Logistic Regression
9360-AHGNL,0.4576,Medium,Logistic Regression
1087-UDSIH,0.4476,Medium,Logistic Regression
5269-NRGDP,0.2038,Low,Logistic Regression
6195-MELTI,0.0774,Low,Logistic Regression
5485-WUYWF,0.5367,Medium,Logistic Regression
2121-JAFOM,0.1292,Low,Logistic Regression
8818-DOPVL,0.7992,High,Logistic Regression
2632-UCGVD,0.5879,Medium,Logistic Regression
5445-PZWGX,0.2247,Low,Logistic Regression
1227-UDMZR,0.0451,Low,Logistic Regression
5198-HQAEN,0.42,Medium,Logistic Regression
9170-CCKOU,0.5656,Medium,Logistic Regression
2167-FQSTQ,0.0652,Low,Logistic Regression
2819-GWENI,0.0714,Low,Logistic Regression
1043-YCUTE,0.0253,Low,Logistic Regression
3814-MLAXC,0.5963,Medium,Logistic Regression
3572-UUHRS,0.0448,Low,Logistic Regression
2692-PFYTJ,0.5177,Medium,Logistic Regression
1226-UDFZR,0.6246,Medium,Logistic Regression
5955-EPOAZ,0.4046,Medium,Logistic Regression
6821-JPCDC,0.558,Medium,Logistic Regression
8815-LMFLX,0.2387,Low,Logistic Regression
9135-HSWOC,0.0112,Low,Logistic Regression
8582-KRHPJ,0.2203,Low,Logistic Regression
5811-IWXYM,0.3689,Low,Logistic Regression
7044-YAACC,0.8718,High,Logistic Regression
8189-XRIKE,0.7706,High,Logistic Regression
1506-YJTYT,0.0418,Low,Logistic Regression
4123-DVHPH,0.854,High,Logistic Regression
6425-YQLLO,0.3855,Low,Logistic Regression
5442-UTCVD,0.8312,High,Logistic Regression
2228-BZDEE,0.0152,Low,Logistic Regression
7734-DBOAI,0.7043,High,Logistic Regression
2789-CZANW,0.0896,Low,Logistic Regression
2091-RFFBA,0.785,High,Logistic Regression
2114-MGINA,0.8252,High,Logistic Regression
7596-LDUXP,0.5371,Medium,Logistic Regression
3740-RLMVT,0.0436,Low,Logistic Regression
4489-SNOJF,0.2994,Low,Logistic Regression
2192-OZITF,0.0535,Low,Logistic Regression
5651-CPDND,0.507,Medium,Logistic Regression
2186-QZEYA,0.3855,Low,Logistic Regression
1131-ALZWV,0.1236,Low,Logistic Regression
7729-XBTWX,0.0109,Low,Logistic Regression
9134-WYRVP,0.2195,Low,Logistic Regression
3284-SVCRO,0.0291,Low,Logistic Regression
9732-OUYRN,0.0371,Low,Logistic Regression
0559-CKHUS,0.0599,Low,Logistic Regression
2931-SVLTV,0.5218,Medium,Logistic Regression
6899-PPEEA,0.8418,High,Logistic Regression
7504-UWHNB,0.6797,Medium,Logistic Regression
2582-FFFZR,0.7665,High,Logistic Regression
8908-NMQTX,0.0404,Low,Logistic Regression
2187-LZGPL,0.7327,High,Logistic Regression
1431-AIDJQ,0.0787,Low,Logistic Regression
6288-LBEAR,0.5776,Medium,Logistic Regression
4597-NUCQV,0.8718,High,Logistic Regression
9019-QVLZD,0.8476,High,Logistic Regression
8413-YNHNV,0.038,Low,Logistic Regression
5808-TOTXO,0.2213,Low,Logistic Regression
4369-NYSCF,0.1396,Low,Logistic Regression
6333-YDVLT,0.2857,Low,Logistic Regression
5324-KTGCG,0.0223,Low,Logistic Regression
5599-HVLTW,0.7933,High,Logistic Regression
7394-LWLYN,0.8552,High,Logistic Regression
3707-LRWZD,0.589,Medium,Logistic Regression
6873-UDNLD,0.3031,Low,Logistic Regression
2700-LUEVA,0.3727,Low,Logistic Regression
1455-ESIQH,0.9124,High,Logistic Regression
0958-YHXGP,0.7828,High,Logistic Regression
1101-SSWAG,0.6772,Medium,Logistic Regression
2979-SXESE,0.6991,Medium,Logistic Regression
4013-TLDHQ,0.7605,High,Logistic Regression
5743-KHMNA,0.01,Low,Logistic Regression
4194-FJARJ,0.0242,Low,Logistic Regression
5325-UWTWJ,0.4844,Medium,Logistic Regression
3969-GYXEL,0.669,Medium,Logistic Regression
9208-OLGAQ,0.8405,High,Logistic Regression
3244-CQPHU,0.1388,Low,Logistic Regression
2674-MLXMN,0.5735,Medium,Logistic Regression
9708-HPXWZ,0.6583,Medium,Logistic Regression
6992-TKNYO,0.1906,Low,Logistic Regression
4468-YDOVK,0.4958,Medium,Logistic Regression
3754-DXMRT,0.7716,High,Logistic Regression
5792-JALQC,0.0493,Low,Logistic Regression
7130-VTEWQ,0.8771,High,Logistic Regression
2200-DSAAL,0.1236,Low,Logistic Regression
4302-ZYFEL,0.0179,Low,Logistic Regression
9351-LZYGF,0.1897,Low,Logistic Regression
4366-CTOUZ,0.2169,Low,Logistic Regression
6121-VZNQB,0.4729,Medium,Logistic Regression
7903-CMPEY,0.8606,High,Logistic Regression
1518-OMDIK,0.3796,Low,Logistic Regression
6671-NGWON,0.3232,Low,Logistic Regression
0595-ITUDF,0.3712,Low,Logistic Regression
6996-KNSML,0.8547,High,Logistic Regression
1955-IBMMB,0.0168,Low,Logistic Regression
0096-BXERS,0.683,Medium,Logistic Regression
3806-YAZOV,0.373,Low,Logistic Regression
7998-ZLXWN,0.2472,Low,Logistic Regression
6253-WRFHY,0.5527,Medium,Logistic Regression
9133-AYJZG,0.8059,High,Logistic Regression
2675-OTVVJ,0.7123,High,Logistic Regression
8680-CGLTP,0.1793,Low,Logistic Regression
8430-TWCBX,0.0358,Low,Logistic Regression
5018-GWURO,0.5788,Medium,Logistic Regression
6741-QRLUP,0.0397,Low,Logistic Regression
4737-HOBAX,0.0666,Low,Logistic Regression
0537-QYZZN,0.7124,High,Logistic Regression
3340-QBBFM,0.1389,Low,Logistic Regression
1704-NRWYE,0.873,High,Logistic Regression
2592-SEIFQ,0.7647,High,Logistic Regression
8200-KLNYW,0.2072,Low,Logistic Regression
3372-CDXFJ,0.1573,Low,Logistic Regression
4781-ZXYGU,0.4069,Medium,Logistic Regression
7632-YUTXB,0.0805,Low,Logistic Regression
2718-YSKCS,0.0083,Low,Logistic Regression
9896-UYMIE,0.2593,Low,Logistic Regression
0853-NWIFK,0.4562,Medium,Logistic Regression
8212-CRQXP,0.7339,High,Logistic Regression
6980-CDGFC,0.0232,Low,Logistic Regression
7691-XVTZH,0.184,Low,Logistic Regression
2520-SGTTA,0.1423,Low,Logistic Regression
7481-ATQQS,0.6605,Medium,Logistic Regression
2277-VWCNI,0.6625,Medium,Logistic Regression
1088-CNNKB,0.0609,Low,Logistic Regression
8642-GVWRF,0.7046,High,Logistic Regression
1930-BZLHI,0.1547,Low,Logistic Regression
3400-ESFUW,0.0168,Low,Logistic Regression
5868-YTYKS,0.4144,Medium,Logistic Regression
3525-DVKFN,0.0707,Low,Logistic Regression
1482-OXZSY,0.7223,High,Logistic Regression
0377-JBKKT,0.2521,Low,Logistic Regression
5778-BVOFB,0.5609,Medium,Logistic Regression
3373-YZZYM,0.3479,Low,Logistic Regression
2057-ZBLPD,0.8448,High,Logistic Regression
0228-MAUWC,0.4929,Medium,Logistic Regression
5502-RLUYV,0.6234,Medium,Logistic Regression
0023-HGHWL,0.8506,High,Logistic Regression
7663-YJHSN,0.095,Low,Logistic Regression
4915-BFSXL,0.0289,Low,Logistic Regression
3086-RUCRN,0.3333,Low,Logistic Regression
5215-LNLDJ,0.7504,High,Logistic Regression
7576-JMYWV,0.6064,Medium,Logistic Regression
9039-RBEEE,0.2916,Low,Logistic Regression
0257-KXZGU,0.2697,Low,Logistic Regression
1307-ATKGB,0.7804,High,Logistic Regression
8417-FMLZI,0.7714,High,Logistic Regression
3714-XPXBW,0.2828,Low,Logistic Regression
1850-AKQEP,0.2733,Low,Logistic Regression
2824-DXNKN,0.0337,Low,Logistic Regression
5227-JSCFE,0.0175,Low,Logistic Regression
0848-ZGQIJ,0.7918,High,Logistic Regression
3621-CHYVB,0.1911,Low,Logistic Regression
8042-RNLKO,0.0245,Low,Logistic Regression
1792-UXAFY,0.8259,High,Logistic Regression
5372-FBKBN,0.1718,Low,Logistic Regression
0420-TXVSG,0.0353,Low,Logistic Regression
6217-TOWGS,0.6675,Medium,Logistic Regression
0515-YPMCW,0.7781,High,Logistic Regression
0378-XSZPU,0.05,Low,Logistic Regression
1045-LTCYT,0.2538,Low,Logistic Regression
1544-JJMYL,0.1412,Low,Logistic Regression
4636-JGAAI,0.6489,Medium,Logistic Regression
6874-SGLHU,0.5535,Medium,Logistic Regression
5951-AOFIH,0.4005,Medium,Logistic Regression
4729-XKASR,0.7374,High,Logistic Regression
3059-NGMXB,0.4192,Medium,Logistic Regression
8652-YHIYU,0.475,Medium,Logistic Regression
5278-PNYOX,0.1748,Low,Logistic Regression
5449-FIBXJ,0.7715,High,Logistic Regression
3486-HOOGQ,0.0197,Low,Logistic Regression
5061-PBXFW,0.1228,Low,Logistic Regression
8630-FJLIB,0.7813,High,Logistic Regression
3891-NLXJB,0.0716,Low,Logistic Regression
4749-OJKQU,0.8741,High,Logistic Regression
0577-WHMEV,0.6561,Medium,Logistic Regression
5453-AXEPF,0.739,High,Logistic Regression
3639-XJHKQ,0.3951,Low,Logistic Regression
3716-LRGXK,0.2317,Low,Logistic Regression
2263-SFSQZ,0.0264,Low,Logistic Regression
9950-MTGYX,0.0478,Low,Logistic Regression
3397-AVTKU,0.151,Low,Logistic Regression
4825-FUREZ,0.0365,Low,Logistic Regression
9837-BMCLM,0.887,High,Logistic Regression
2672-OJQZP,0.59,Medium,Logistic Regression
0137-UDEUO,0.3651,Low,Logistic Regression
3134-DSHVC,0.111,Low,Logistic Regression
6161-UUUTA,0.8975,High,Logistic Regression
7821-DPRQE,0.5241,Medium,Logistic Regression
6543-XRMYR,0.8543,High,Logistic Regression
2001-EWBQU,0.2881,Low,Logistic Regression
4925-LMHOK,0.4918,Medium,Logistic Regression
1608-GMEWB,0.7599,High,Logistic Regression
6695-AMZUF,0.0245,Low,Logistic Regression
1455-UGQVH,0.9127,High,Logistic Regression
8410-BGQXN,0.3668,Low,Logistic Regression
8280-MQRQN,0.6519,Medium,Logistic Regression
1619-YWUBB,0.0151,Low,Logistic Regression
7611-YKYTC,0.4532,Medium,Logistic Regression
2037-SGXHH,0.7129,High,Logistic Regression
3178-FESZO,0.8748,High,Logistic Regression
0365-GXEZS,0.6655,Medium,Logistic Regression
0082-OQIQY,0.7699,High,Logistic Regression
6087-MVHJH,0.868,High,Logistic Regression
4603-JANFB,0.8646,High,Logistic Regression
3018-TFTSU,0.5581,Medium,Logistic Regression
3606-SBKRY,0.5458,Medium,Logistic Regression
4806-KEXQR,0.8818,High,Logistic Regression
0667-NSRGI,0.1956,Low,Logistic Regression
7083-YNSKY,0.3671,Low,Logistic Regression
6893-ODYYE,0.1646,Low,Logistic Regression
8242-JSVBO,0.6135,Medium,Logistic Regression
2479-BRAMR,0.5575,Medium,Logistic Regression
9541-ZPSEA,0.0456,Low,Logistic Regression
2665-NPTGL,0.8383,High,Logistic Regression
1139-WUOAH,0.0794,Low,Logistic Regression
4693-VWVBO,0.4513,Medium,Logistic Regression
7434-SHXLS,0.3763,Low,Logistic Regression
6937-GCDGQ,0.2125,Low,Logistic Regression
0988-JRWWP,0.7704,High,Logistic Regression
5075-JSDKI,0.0238,Low,Logistic Regression
7908-QCBCA,0.8185,High,Logistic Regression
8644-XYTSV,0.3583,Low,Logistic Regression
6711-FLDFB,0.8669,High,Logistic Regression
3873-WOSBC,0.0119,Low,Logistic Regression
7465-ZZRVX,0.8626,High,Logistic Regression
7975-JMZNT,0.0387,Low,Logistic Regression
7251-XFOIL,0.4836,Medium,Logistic Regression
4116-IQRFR,0.2137,Low,Logistic Regression
